95[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [1.6331635485824533e-14, 600266.7158481485, 4.57710937564253e-15, 74.74986875937276, 478.71319781735485, 7.099999999999991]]
90[-0.1457096599955321, -451.5212270201238, 527.1173888018325, [46.241047248198754, 600272.2679874632, 12.691123893563546, 75.26616641595406, 478.41338370210633, 7.19999999999999]]
95[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [3.248076862657601e-14, 600530.4512068166, 6.496274152145352e-15, 106.09220808266211, 470.0185884751477, 9.99999999999998]]
90[-0.1457096599955321, -435.6998844740384, 543.2468243668138, [7.407037473778773, 600530.1287653234, 5.108687788025131, 105.87005520044971, 470.0185884751477, 9.99999999999998]]
95[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [4.765717628651472e-14, 600778.3007528323, 7.891334888868801e-15, 128.87527888633787, 463.7224920549287, 12.099999999999973]]
90[-0.1457096599955321, -433.64260598319004, 544.957215514158, [3.8980939645656, 600778.1311160765, 3.7115059295197943, 128.71399145056625, 463.7224920549287, 12.099999999999973]]
95[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [6.208933693526965e-14, 601013.9958227709, 9.021167086641498e-15, 147.32683893711052, 458.6256520957038, 13.799999999999967]]
90[-0.1457096599955321, -432.61555586504085, 545.8196661558397, [2.557835898552625, 601013.8845007715, 3.008068588052901, 147.1961117163451, 458.6256520957038, 13.799999999999967]]
95[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [7.64182836435125e-14, 601248.0052811427, 1.0017555788737399e-14, 163.5991013198584, 454.12844036697595, 15.299999999999962]]
90[-0.1457096599955321, -432.1086193118871, 546.2374534168455, [1.9963986632372097, 601247.9183881922, 2.660669450511309, 163.4834637360054, 454.12844036697595, 15.299999999999962]]
95[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [8.89571895399573e-14, 601452.7811545646, 1.0814167378033887e-14, 176.6087558561887, 450.5306709839937, 16.499999999999964]]
90[-0.1457096599955321, -431.32407792670904, 546.9311209334535, [1.267366435488736, 601452.7259659386, 2.111417145251761, 176.51692743533314, 450.5306709839937, 16.499999999999964]]
95[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [1.024518001648355e-13, 601673.1648706574, 1.1610460196705456e-14, 189.6132044731447, 446.9329016010114, 17.69999999999998]]
90[-0.1457096599955321, -431.3417644404765, 546.8877019469164, [1.2773551209255047, 601673.1092545352, 2.1279448413809714, 189.5206756058439, 446.9329016010114, 17.69999999999998]]
95[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [1.1442720560818832e-13, 601868.7380833043, 1.227401425855121e-14, 200.4498646809327, 443.93476044852616, 18.699999999999996]]
90[-0.1457096599955321, -430.8141059991473, 547.3632794631621, [0.8780376834291377, 601868.6998368173, 1.7553773531410175, 200.37348815341278, 443.93476044852616, 18.699999999999996]]
95[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [1.270662863358827e-13, 602075.1499358724, 1.2937836204546855e-14, 211.29089976889156, 440.93661929604093, 19.70000000000001]]
90[-0.1457096599955321, -430.82756818767575, 547.3313225560007, [0.883929611696916, 602075.1114353014, 1.767114009975455, 211.2140201421545, 440.93661929604093, 19.70000000000001]]
95[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [1.3765569161599825e-13, 602248.08804811, 1.3469323306864335e-14, 219.97074284997456, 438.53810637405275, 20.50000000000002]]
90[-0.1457096599955321, -430.2896943339821, 547.831640164573, [0.5538443444197823, 602248.0639117749, 1.3841575950778116, 219.91047665462048, 438.53810637405275, 20.50000000000002]]
95[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [1.5007734754995299e-13, 602450.9490843304, 1.4067993648096545e-14, 229.74777148629687, 435.83977933681604, 21.400000000000034]]
90[-0.1457096599955321, -430.5756847882965, 547.5413032124727, [0.7158911843157938, 602450.9178964208, 1.5902432933786699, 229.67856602629058, 435.83977933681604, 21.400000000000034]]
95[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [1.6011145727294395e-13, 602614.8185319126, 1.453438960978128e-14, 237.36459556993398, 433.7410805300764, 22.100000000000044]]
90[-0.1457096599955321, -430.03077094919956, 548.0581441971267, [0.42028091803631445, 602614.8002115118, 1.2004599860386416, 237.3123078208848, 433.7410805300764, 22.100000000000044]]
95[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [1.7047238070024762e-13, 602784.0252523241, 1.5001654312047346e-14, 244.99560726394066, 431.6423817233367, 22.800000000000054]]
90[-0.1457096599955321, -430.037809088446, 548.0414569310778, [0.42231450337137444, 602784.0068435263, 1.2062651302093228, 244.9430677094236, 431.6423817233367, 22.800000000000054]]
95[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [1.8116080475263315e-13, 602958.580463832, 1.546998677886426e-14, 252.64405687640007, 429.54368291659705, 23.500000000000064]]
90[-0.1457096599955321, -430.0448716097965, 548.0246075454158, [0.42436925130143327, 602958.5619656598, 1.212132619234419, 252.59126256782116, 429.54368291659705, 23.500000000000064]]
95[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [1.9058360120185767e-13, 603112.4664080207, 1.5872425277967142e-14, 259.2163763301899, 427.7447982251059, 24.100000000000072]]
90[-0.1457096599955321, -429.77075803363005, 548.2866790040882, [0.3046391204449528, 603112.4531246896, 1.015228799906713, 259.17213763819666, 427.7447982251059, 24.100000000000072]]
95[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [2.0024823233217367e-13, 603270.3018122703, 1.627594550308519e-14, 265.8063617104482, 425.94591353361477, 24.70000000000008]]
90[-0.1457096599955321, -429.7759256371479, 548.2741281711237, [0.3059225755270232, 603270.28847302, 1.0195070437395632, 265.76193680464286, 425.94591353361477, 24.70000000000008]]
95[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [2.1015539851113097e-13, 603432.0981144508, 1.6680694950606707e-14, 272.41642181599576, 424.14702884212363, 25.30000000000009]]
90[-0.1457096599955321, -429.781064858131, 548.2615122485017, [0.3072174302046002, 603432.084718762, 1.0238241864787958, 272.3718088894569, 424.14702884212363, 25.30000000000009]]
95[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [2.185972079554873e-13, 603569.9633250607, 1.7019035549076946e-14, 277.9419431125165, 422.647958265881, 25.800000000000097]]
90[-0.1457096599955321, -429.5024972348564, 548.5340289107221, [0.20570575088821216, 603569.9543526851, 0.8226834744835863, 277.9060774961084, 422.647958265881, 25.800000000000097]]
90[-0.1457096599955321, -428.0854754402543, 549.9565650882737, [2.185972079554873e-13, 603569.9633250607, 1.7019035549076946e-14, 277.9419431125165, 422.647958265881, 25.800000000000097]]
85[-0.1457096599955321, -430.59496657490195, 547.5975865543567, [0.40984604079907283, 603569.9275038455, 1.6391064154681008, 277.7987536089471, 422.647958265881, 25.800000000000097]]
